N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
60.0,55.0,44.0,23.0,82.32,7.84,263.96,0.0,6.0
97.0,12.0,47.0,25.29,89.64,6.77,58.29,2.0,5.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
77.0,52.0,17.0,24.86,65.74,5.71,75.82,3.0,3.0
100.0,10.0,53.0,24.54,84.61,6.21,42.01,2.0,5.0
86.0,36.0,24.0,26.55,72.89,5.79,73.34,3.0,3.0
59.0,70.0,84.0,17.33,18.75,7.55,82.62,1.0,7.0
38.0,60.0,76.0,18.65,17.81,8.87,77.93,1.0,7.0
97.0,50.0,41.0,24.53,80.54,7.07,260.26,0.0,6.0
0.0,49.0,18.0,29.68,87.94,6.99,41.82,1.0,9.0
52.0,56.0,85.0,20.12,14.44,6.82,88.68,1.0,7.0
12.0,20.0,10.0,24.45,93.11,6.53,109.47,1.0,4.0
5.0,13.0,37.0,22.34,89.79,5.65,103.32,3.0,2.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
81.0,6.0,55.0,24.89,85.87,6.11,51.71,2.0,5.0
90.0,46.0,42.0,23.98,81.45,7.5,250.08,0.0,6.0
105.0,14.0,50.0,26.21,87.69,6.42,59.66,2.0,5.0
5.0,45.0,21.0,28.36,88.01,6.49,43.05,1.0,9.0
102.0,28.0,54.0,25.16,80.28,6.86,55.5,2.0,5.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
78.0,58.0,15.0,25.01,67.82,6.53,62.91,3.0,3.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
39.0,73.0,24.0,25.66,61.18,7.22,69.29,3.0,1.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
90.0,44.0,38.0,23.84,83.88,7.47,241.2,0.0,6.0
120.0,20.0,45.0,25.67,88.7,6.11,54.23,2.0,5.0
42.0,58.0,25.0,27.46,62.9,6.51,69.46,3.0,1.0
27.0,64.0,15.0,20.16,24.84,5.51,138.24,0.0,0.0
21.0,17.0,15.0,23.98,91.55,7.46,118.49,1.0,4.0
24.0,55.0,78.0,17.3,15.15,6.65,75.58,1.0,7.0
83.0,60.0,36.0,25.6,80.15,6.9,200.83,0.0,6.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
48.0,65.0,78.0,17.44,14.34,7.86,73.09,1.0,7.0
6.0,8.0,11.0,24.36,92.4,6.6,119.69,1.0,4.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
6.0,9.0,12.0,31.08,90.14,7.03,109.69,1.0,4.0
100.0,6.0,53.0,29.05,93.92,6.11,23.67,3.0,8.0
86.0,36.0,24.0,26.55,72.89,5.79,73.34,3.0,3.0
9.0,8.0,15.0,14.34,94.36,7.99,110.22,1.0,4.0
100.0,18.0,52.0,26.2,80.38,6.88,56.48,2.0,5.0
20.0,8.0,12.0,25.3,94.96,7.26,117.97,1.0,4.0
60.0,43.0,44.0,21.02,82.95,7.42,298.4,0.0,6.0
40.0,18.0,43.0,19.39,86.79,5.77,109.91,3.0,2.0
1.0,59.0,23.0,27.47,87.18,7.18,43.78,1.0,9.0
52.0,60.0,79.0,19.45,18.23,8.38,75.63,1.0,7.0
57.0,73.0,85.0,18.49,14.72,7.36,91.95,1.0,7.0
65.0,60.0,43.0,21.97,81.9,5.66,227.36,0.0,6.0
9.0,77.0,17.0,20.12,24.45,5.78,106.16,0.0,0.0
81.0,45.0,23.0,19.33,68.03,6.19,84.23,3.0,3.0
115.0,18.0,53.0,29.17,94.2,6.01,22.07,3.0,8.0
83.0,9.0,45.0,25.85,89.13,6.05,46.85,2.0,5.0
31.0,75.0,18.0,15.47,21.44,5.82,88.89,0.0,0.0
75.0,56.0,18.0,19.4,62.36,5.7,60.95,3.0,3.0
92.0,20.0,55.0,25.1,87.53,6.59,59.27,2.0,5.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
114.0,8.0,52.0,29.34,94.55,6.42,28.23,3.0,8.0
12.0,6.0,8.0,30.85,92.87,6.39,107.41,1.0,4.0
25.0,68.0,77.0,20.09,15.11,7.7,85.75,1.0,7.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
119.0,5.0,55.0,29.69,94.3,6.17,26.84,3.0,8.0
29.0,63.0,17.0,30.03,67.89,7.26,66.47,3.0,1.0
90.0,52.0,25.0,25.97,69.36,6.82,103.22,3.0,3.0
52.0,70.0,16.0,33.67,66.6,7.53,67.33,3.0,1.0
113.0,20.0,48.0,27.47,94.88,6.44,27.28,3.0,8.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
1.0,62.0,23.0,15.44,18.37,5.61,139.03,0.0,0.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
4.0,23.0,5.0,22.68,93.36,7.48,110.33,1.0,4.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
40.0,58.0,75.0,18.59,14.78,6.17,89.61,1.0,7.0
40.0,29.0,42.0,24.63,89.02,7.1,110.7,3.0,2.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
102.0,11.0,47.0,27.99,92.78,6.5,27.15,3.0,8.0
39.0,76.0,76.0,19.97,15.57,6.14,69.16,1.0,7.0
27.0,79.0,82.0,17.07,17.54,6.31,70.87,1.0,7.0
10.0,59.0,15.0,29.83,89.3,6.32,58.87,1.0,9.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
4.0,67.0,25.0,23.79,24.36,5.95,119.64,0.0,0.0
30.0,64.0,20.0,33.86,61.57,6.57,68.02,3.0,1.0
99.0,5.0,47.0,24.13,84.84,6.65,51.19,2.0,5.0
39.0,9.0,15.0,25.35,91.81,7.99,116.76,1.0,4.0
66.0,44.0,20.0,19.08,69.02,6.74,80.73,3.0,3.0
23.0,57.0,19.0,32.84,68.0,7.25,73.4,3.0,1.0
52.0,60.0,79.0,19.45,18.23,8.38,75.63,1.0,7.0
27.0,56.0,20.0,29.21,87.11,6.42,51.54,1.0,9.0
99.0,39.0,18.0,19.2,68.31,6.11,87.85,3.0,3.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
104.0,25.0,51.0,28.96,93.88,6.47,23.56,3.0,8.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
22.0,56.0,17.0,29.88,87.33,6.89,44.75,1.0,9.0
84.0,18.0,46.0,27.09,93.42,6.78,25.32,3.0,8.0
19.0,17.0,39.0,24.72,85.56,6.73,111.28,3.0,2.0
57.0,73.0,85.0,18.49,14.72,7.36,91.95,1.0,7.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
60.0,44.0,23.0,24.79,70.05,5.72,76.73,3.0,3.0
27.0,56.0,22.0,19.92,20.7,5.83,108.64,0.0,0.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
29.0,21.0,45.0,23.41,93.13,6.75,105.22,3.0,2.0
19.0,7.0,9.0,27.26,91.71,6.97,101.14,1.0,4.0
27.0,30.0,5.0,32.72,90.55,7.66,113.33,1.0,4.0
49.0,68.0,22.0,28.57,61.53,7.13,63.5,3.0,1.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
30.0,70.0,79.0,20.27,19.97,7.31,69.64,1.0,7.0
91.0,53.0,40.0,26.53,81.42,5.39,264.61,0.0,6.0
108.0,23.0,51.0,26.84,83.85,6.11,40.23,2.0,5.0
99.0,39.0,18.0,19.2,68.31,6.11,87.85,3.0,3.0
116.0,25.0,50.0,29.26,92.92,6.09,28.71,3.0,8.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
44.0,74.0,85.0,20.19,19.64,7.15,78.26,1.0,7.0
30.0,37.0,25.0,29.89,80.14,7.12,54.8,1.0,9.0
116.0,25.0,50.0,29.26,92.92,6.09,28.71,3.0,8.0
39.0,37.0,15.0,29.0,83.79,6.82,59.84,1.0,9.0
34.0,59.0,18.0,23.38,21.99,5.74,87.67,0.0,0.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
56.0,67.0,78.0,17.57,16.72,8.26,77.82,1.0,7.0
60.0,48.0,39.0,24.28,80.3,7.04,231.09,0.0,6.0
83.0,60.0,36.0,25.6,80.15,6.9,200.83,0.0,6.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
99.0,6.0,45.0,26.13,86.55,6.0,40.71,2.0,5.0
28.0,35.0,22.0,29.53,86.73,7.16,59.87,1.0,9.0
59.0,55.0,19.0,31.74,62.51,7.33,68.97,3.0,1.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
14.0,22.0,9.0,17.25,91.14,6.54,112.51,1.0,4.0
94.0,39.0,18.0,23.89,57.49,5.89,102.83,3.0,3.0
76.0,40.0,43.0,25.16,83.12,5.07,231.38,0.0,6.0
93.0,22.0,48.0,29.13,91.52,6.78,21.9,3.0,8.0
57.0,67.0,25.0,32.35,66.61,7.55,64.56,3.0,1.0
3.0,26.0,39.0,24.38,91.19,7.08,103.6,3.0,2.0
36.0,43.0,21.0,28.36,84.86,7.14,52.93,1.0,9.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
11.0,71.0,24.0,21.14,22.72,5.61,141.61,0.0,0.0
42.0,79.0,85.0,17.22,15.82,6.13,76.58,1.0,7.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
90.0,23.0,54.0,28.56,90.46,6.16,27.27,3.0,8.0
21.0,63.0,22.0,25.1,67.73,6.86,74.62,3.0,1.0
11.0,18.0,42.0,21.58,94.88,5.94,102.86,3.0,2.0
11.0,61.0,21.0,18.62,23.02,5.53,135.34,0.0,0.0
25.0,60.0,22.0,21.63,21.18,5.89,134.36,0.0,0.0
67.0,45.0,38.0,22.73,82.17,7.3,260.89,0.0,6.0
90.0,57.0,24.0,18.93,72.8,6.16,82.34,3.0,3.0
18.0,23.0,44.0,23.71,89.62,6.18,105.65,3.0,2.0
34.0,35.0,21.0,28.45,82.68,6.68,58.19,1.0,9.0
50.0,56.0,76.0,21.0,19.86,7.97,73.51,1.0,7.0
40.0,30.0,35.0,20.89,91.08,6.27,104.44,3.0,2.0
117.0,24.0,53.0,29.17,92.21,6.29,21.3,3.0,8.0
85.0,27.0,45.0,26.07,88.73,6.47,57.8,2.0,5.0
28.0,7.0,9.0,34.59,92.13,6.73,115.57,1.0,4.0
97.0,12.0,47.0,25.29,89.64,6.77,58.29,2.0,5.0
60.0,55.0,44.0,23.0,82.32,7.84,263.96,0.0,6.0
5.0,74.0,21.0,16.24,21.36,5.59,66.97,0.0,0.0
26.0,11.0,11.0,13.7,90.96,7.61,106.29,1.0,4.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
37.0,50.0,23.0,29.65,88.49,6.53,56.02,1.0,9.0
62.0,42.0,36.0,22.78,82.07,6.43,248.72,0.0,6.0
5.0,23.0,15.0,25.67,92.05,7.41,112.54,1.0,4.0
15.0,6.0,41.0,19.01,88.84,6.9,108.68,3.0,2.0
87.0,21.0,52.0,27.35,94.29,6.07,27.21,3.0,8.0
0.0,12.0,7.0,20.18,90.65,6.97,116.81,1.0,4.0
20.0,7.0,45.0,18.91,89.24,6.08,112.48,3.0,2.0
58.0,70.0,84.0,20.65,16.61,6.23,74.66,1.0,7.0
22.0,60.0,85.0,18.84,14.74,6.81,94.78,1.0,7.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
40.0,64.0,16.0,16.43,24.24,5.93,140.37,0.0,0.0
93.0,58.0,38.0,20.62,83.77,6.93,279.55,0.0,6.0
20.0,7.0,45.0,18.91,89.24,6.08,112.48,3.0,2.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
59.0,69.0,80.0,19.08,17.87,8.17,69.41,1.0,7.0
77.0,58.0,19.0,22.81,56.51,5.79,101.6,3.0,3.0
82.0,25.0,51.0,24.31,87.47,6.07,48.11,2.0,5.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
27.0,76.0,83.0,19.13,14.92,6.29,89.62,1.0,7.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
25.0,17.0,40.0,18.91,87.75,6.61,111.28,3.0,2.0
97.0,36.0,45.0,22.23,81.86,6.94,278.08,0.0,6.0
11.0,71.0,17.0,19.92,21.47,5.75,82.69,0.0,0.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
120.0,8.0,46.0,29.56,90.71,6.73,28.37,3.0,8.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
87.0,54.0,20.0,25.62,63.47,6.58,108.83,3.0,3.0
99.0,6.0,46.0,28.61,94.22,6.4,28.99,3.0,8.0
105.0,30.0,50.0,25.3,81.78,6.38,57.04,2.0,5.0
60.0,68.0,83.0,19.12,18.43,6.62,85.53,1.0,7.0
92.0,7.0,48.0,26.28,86.63,6.96,54.39,2.0,5.0
29.0,36.0,25.0,28.29,88.44,7.13,48.57,1.0,9.0
19.0,65.0,25.0,18.1,18.29,5.63,144.79,0.0,0.0
31.0,11.0,45.0,24.84,86.89,6.03,107.64,3.0,2.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
13.0,47.0,20.0,29.22,87.94,6.54,43.14,1.0,9.0
27.0,59.0,22.0,21.81,23.21,5.79,130.06,0.0,0.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
15.0,14.0,8.0,10.01,90.22,6.22,119.39,1.0,4.0
0.0,23.0,15.0,22.57,93.37,7.6,109.86,1.0,4.0
96.0,13.0,55.0,29.53,94.57,6.7,21.14,3.0,8.0
20.0,60.0,25.0,27.33,69.09,6.73,61.19,3.0,1.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
80.0,26.0,55.0,24.53,88.99,6.14,49.12,2.0,5.0
93.0,22.0,48.0,29.13,91.52,6.78,21.9,3.0,8.0
22.0,70.0,19.0,18.24,21.08,5.52,69.45,0.0,0.0
53.0,74.0,15.0,29.43,64.94,7.52,72.18,3.0,1.0
22.0,70.0,19.0,18.24,21.08,5.52,69.45,0.0,0.0
19.0,65.0,25.0,18.1,18.29,5.63,144.79,0.0,0.0
27.0,62.0,24.0,28.63,66.77,7.35,62.27,3.0,1.0
90.0,23.0,54.0,28.56,90.46,6.16,27.27,3.0,8.0
87.0,54.0,20.0,25.62,63.47,6.58,108.83,3.0,3.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
120.0,20.0,45.0,25.67,88.7,6.11,54.23,2.0,5.0
94.0,53.0,40.0,20.28,82.89,5.72,241.97,0.0,6.0
13.0,17.0,45.0,21.25,92.65,7.16,106.28,3.0,2.0
73.0,57.0,41.0,21.45,84.94,5.82,272.2,0.0,6.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
103.0,17.0,51.0,25.11,80.03,6.21,44.21,2.0,5.0
40.0,18.0,43.0,19.39,86.79,5.77,109.91,3.0,2.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
81.0,25.0,49.0,29.87,93.25,6.08,26.26,3.0,8.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
6.0,8.0,11.0,24.36,92.4,6.6,119.69,1.0,4.0
11.0,71.0,24.0,21.14,22.72,5.61,141.61,0.0,0.0
11.0,78.0,22.0,23.9,22.74,5.94,112.66,0.0,0.0
13.0,8.0,12.0,25.16,92.55,7.11,114.31,1.0,4.0
117.0,25.0,54.0,28.68,92.51,6.15,29.11,3.0,8.0
9.0,77.0,17.0,20.12,24.45,5.78,106.16,0.0,0.0
76.0,49.0,42.0,24.96,84.48,5.21,196.96,0.0,6.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
35.0,69.0,23.0,16.79,24.97,5.58,75.45,0.0,0.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
3.0,26.0,39.0,24.38,91.19,7.08,103.6,3.0,2.0
44.0,75.0,22.0,30.03,64.15,7.57,71.21,3.0,1.0
41.0,74.0,18.0,28.76,61.03,6.6,73.38,3.0,1.0
6.0,8.0,11.0,24.36,92.4,6.6,119.69,1.0,4.0
14.0,67.0,15.0,19.56,24.67,5.69,139.29,0.0,0.0
9.0,48.0,20.0,29.66,84.28,6.38,56.1,1.0,9.0
22.0,79.0,17.0,21.42,20.4,5.91,116.52,0.0,0.0
14.0,59.0,15.0,21.35,22.91,5.78,146.45,0.0,0.0
91.0,21.0,50.0,24.34,81.44,6.76,48.32,2.0,5.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
36.0,66.0,15.0,30.09,69.35,6.67,67.14,3.0,1.0
82.0,22.0,45.0,26.22,85.35,6.51,54.6,2.0,5.0
29.0,25.0,14.0,30.49,90.46,7.78,113.33,1.0,4.0
102.0,28.0,54.0,25.16,80.28,6.86,55.5,2.0,5.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
68.0,40.0,19.0,26.14,66.21,6.66,107.24,3.0,3.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
31.0,25.0,12.0,18.05,90.04,7.02,111.78,1.0,4.0
40.0,78.0,20.0,19.19,20.83,5.67,80.15,0.0,0.0
82.0,25.0,51.0,24.31,87.47,6.07,48.11,2.0,5.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
24.0,30.0,11.0,32.4,94.52,6.6,113.25,1.0,4.0
9.0,10.0,10.0,22.36,93.52,6.01,101.52,1.0,4.0
35.0,72.0,21.0,34.04,64.29,7.74,66.86,3.0,1.0
8.0,72.0,17.0,20.57,19.75,5.71,87.88,0.0,0.0
10.0,5.0,5.0,21.21,91.35,7.82,112.98,1.0,4.0
52.0,65.0,20.0,32.82,66.16,6.81,68.84,3.0,1.0
52.0,65.0,20.0,32.82,66.16,6.81,68.84,3.0,1.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
89.0,60.0,17.0,25.38,57.21,5.98,101.7,3.0,3.0
55.0,78.0,21.0,33.39,62.94,6.6,63.57,3.0,1.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
37.0,18.0,39.0,24.15,94.51,6.42,110.23,3.0,2.0
29.0,36.0,25.0,28.29,88.44,7.13,48.57,1.0,9.0
77.0,52.0,17.0,24.86,65.74,5.71,75.82,3.0,3.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
30.0,75.0,81.0,19.42,16.81,6.41,68.52,1.0,7.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
11.0,10.0,45.0,22.63,88.46,6.4,109.04,3.0,2.0
92.0,60.0,23.0,18.67,71.52,5.72,69.93,3.0,3.0
90.0,14.0,52.0,24.85,89.2,6.39,59.68,2.0,5.0
120.0,8.0,46.0,29.56,90.71,6.73,28.37,3.0,8.0
22.0,70.0,19.0,18.24,21.08,5.52,69.45,0.0,0.0
42.0,73.0,25.0,34.04,67.21,6.5,73.24,3.0,1.0
9.0,48.0,22.0,27.77,87.1,6.4,49.51,1.0,9.0
39.0,17.0,45.0,18.1,90.42,6.92,104.88,3.0,2.0
26.0,27.0,10.0,28.07,92.91,6.08,114.13,1.0,4.0
32.0,13.0,42.0,23.5,92.98,5.79,106.62,3.0,2.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
61.0,53.0,43.0,26.4,81.06,6.35,223.37,0.0,6.0
40.0,58.0,75.0,18.59,14.78,6.17,89.61,1.0,7.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
24.0,55.0,78.0,17.3,15.15,6.65,75.58,1.0,7.0
76.0,40.0,43.0,25.16,83.12,5.07,231.38,0.0,6.0
83.0,45.0,21.0,18.83,58.75,5.72,79.75,3.0,3.0
4.0,44.0,19.0,27.96,83.53,6.92,43.26,1.0,9.0
95.0,26.0,45.0,29.92,94.56,6.12,28.16,3.0,8.0
85.0,22.0,53.0,25.97,89.77,6.85,59.46,2.0,5.0
10.0,5.0,5.0,21.21,91.35,7.82,112.98,1.0,4.0
29.0,21.0,45.0,23.41,93.13,6.75,105.22,3.0,2.0
114.0,30.0,51.0,29.25,90.07,6.07,25.93,3.0,8.0
14.0,19.0,14.0,17.68,94.36,6.7,108.06,1.0,4.0
39.0,24.0,14.0,30.55,90.9,7.19,106.07,1.0,4.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
12.0,29.0,13.0,22.46,91.53,7.57,118.01,1.0,4.0
65.0,37.0,40.0,23.36,83.6,5.33,188.41,0.0,6.0
74.0,56.0,22.0,18.28,66.66,6.83,80.98,3.0,3.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
51.0,72.0,75.0,18.89,14.99,7.1,80.11,1.0,7.0
31.0,55.0,22.0,22.91,21.34,5.87,109.23,0.0,0.0
15.0,6.0,41.0,19.01,88.84,6.9,108.68,3.0,2.0
14.0,37.0,15.0,27.96,83.98,6.58,48.94,1.0,9.0
51.0,72.0,75.0,18.89,14.99,7.1,80.11,1.0,7.0
38.0,36.0,21.0,28.03,84.88,6.56,36.12,1.0,9.0
29.0,22.0,43.0,19.66,87.95,5.56,106.04,3.0,2.0
83.0,25.0,53.0,26.49,80.05,6.06,57.73,2.0,5.0
100.0,6.0,53.0,29.05,93.92,6.11,23.67,3.0,8.0
40.0,51.0,17.0,28.66,86.12,6.86,50.02,1.0,9.0
101.0,13.0,54.0,25.43,82.91,6.83,56.34,2.0,5.0
89.0,60.0,19.0,25.19,66.69,5.91,78.07,3.0,3.0
95.0,39.0,36.0,23.86,83.15,5.56,285.25,0.0,6.0
52.0,70.0,16.0,33.67,66.6,7.53,67.33,3.0,1.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
18.0,14.0,11.0,28.05,90.01,6.55,117.13,1.0,4.0
5.0,59.0,15.0,18.87,20.18,5.97,134.18,0.0,0.0
69.0,46.0,41.0,23.64,80.29,5.01,263.11,0.0,6.0
61.0,60.0,15.0,24.88,68.74,6.27,91.26,3.0,3.0
31.0,53.0,16.0,28.74,85.82,6.45,48.55,1.0,9.0
37.0,64.0,22.0,17.48,18.83,5.95,121.94,0.0,0.0
39.0,58.0,85.0,17.89,15.41,6.0,68.55,1.0,7.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
95.0,16.0,55.0,25.27,87.55,6.61,40.13,2.0,5.0
11.0,18.0,42.0,21.58,94.88,5.94,102.86,3.0,2.0
10.0,56.0,16.0,28.17,81.05,6.83,36.36,1.0,9.0
73.0,57.0,41.0,21.45,84.94,5.82,272.2,0.0,6.0
27.0,79.0,82.0,17.07,17.54,6.31,70.87,1.0,7.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
91.0,50.0,40.0,20.82,84.13,6.46,230.22,0.0,6.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
56.0,76.0,16.0,28.27,61.19,7.51,63.3,3.0,1.0
20.0,60.0,78.0,18.17,14.7,6.36,90.78,1.0,7.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
26.0,80.0,18.0,19.33,23.33,5.58,104.78,0.0,0.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
60.0,46.0,22.0,24.89,65.61,6.63,87.93,3.0,3.0
112.0,28.0,54.0,24.86,85.05,6.74,55.3,2.0,5.0
5.0,29.0,44.0,21.02,93.06,5.58,104.78,3.0,2.0
12.0,29.0,40.0,19.68,89.75,6.59,111.28,3.0,2.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
59.0,70.0,84.0,17.33,18.75,7.55,82.62,1.0,7.0
14.0,59.0,15.0,21.35,22.91,5.78,146.45,0.0,0.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
28.0,74.0,81.0,18.01,18.31,8.75,81.99,1.0,7.0
2.0,24.0,38.0,24.56,91.64,5.92,111.97,3.0,2.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
1.0,48.0,24.0,29.35,85.6,6.23,59.04,1.0,9.0
86.0,18.0,45.0,28.97,90.72,6.57,22.26,3.0,8.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
120.0,16.0,51.0,28.0,91.64,6.55,23.29,3.0,8.0
36.0,76.0,75.0,18.38,16.64,8.74,70.52,1.0,7.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
27.0,72.0,23.0,19.93,21.8,5.96,64.03,0.0,0.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
89.0,54.0,38.0,24.52,83.54,6.69,230.45,0.0,6.0
31.0,25.0,12.0,18.05,90.04,7.02,111.78,1.0,4.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
105.0,30.0,50.0,25.3,81.78,6.38,57.04,2.0,5.0
17.0,77.0,23.0,24.51,20.82,5.67,64.19,0.0,0.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
9.0,69.0,20.0,19.31,23.96,5.59,129.34,0.0,0.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
43.0,68.0,81.0,17.48,17.93,6.76,78.92,1.0,7.0
97.0,25.0,50.0,26.22,80.9,6.09,49.09,2.0,5.0
27.0,64.0,15.0,20.16,24.84,5.51,138.24,0.0,0.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
83.0,10.0,53.0,24.93,85.01,6.2,48.76,2.0,5.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
4.0,14.0,41.0,19.85,89.81,6.43,102.82,3.0,2.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
97.0,25.0,50.0,26.22,80.9,6.09,49.09,2.0,5.0
12.0,78.0,23.0,16.07,18.72,6.0,88.07,0.0,0.0
90.0,15.0,52.0,27.05,91.38,6.45,23.66,3.0,8.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
